11.575837	0.001623	0.000000	0.001890	0.001867
11.661904	0.001545	0.000000	0.000085	0.001869
11.704700	0.001507	0.000000	0.001772	0.003059
11.747340	0.001471	0.000000	0.002000	0.001928
11.789826	0.001435	0.000000	0.002000	0.001964
11.916375	0.001332	0.000000	0.004451	0.004451
12.000000	0.001268	0.000000	0.000110	0.000110
12.041595	0.001237	0.000000	0.001117	0.001117
12.083046	0.001207	0.000000	0.001711	0.001244
12.124356	0.001178	0.000000	0.001507	0.001507
12.206556	0.001121	0.000000	0.000147	0.000090
12.369317	0.001015	0.000000	0.001245	0.001438
12.409674	0.000991	0.000000	0.002113	0.002140
12.449900	0.000967	0.000000	0.003316	0.003316
12.688578	0.000833	0.000000	0.002056	0.001138
12.727922	0.000813	0.000000	0.000231	0.000232
12.767145	0.000793	0.000000	0.000231	0.000231
12.806248	0.000774	0.000000	0.000485	0.000192
12.884099	0.000737	0.000000	0.001134	0.000875
13.038405	0.000667	0.000000	0.001151	0.001151
13.076697	0.000651	0.000000	0.001151	0.001151
13.304135	0.000561	0.000000	0.000118	0.000062
13.341664	0.000548	0.000000	0.002185	0.002185
13.379088	0.000534	0.000000	0.000272	0.000272
13.453624	0.000509	0.000000	0.001532	0.001532
13.674794	0.000439	0.000000	0.002202	0.002425
13.856406	0.000388	0.000000	0.000188	0.000385
13.928388	0.000369	0.000000	0.000498	0.000498
14.071247	0.000334	0.000000	0.003157	0.003523
14.456832	0.000255	0.000000	0.000710	0.000710
14.525839	0.000242	0.000000	0.001592	0.001789
15.033296	0.000167	0.000000	0.000823	0.000823
15.588457	0.000110	0.000000	0.001281	0.001281
