155.884573 0.000003
150.332964 0.000005
145.258390 0.000008
140.712473 0.000011
136.747943 0.000014
133.416641 0.000017
130.766968 0.000021
128.840987 0.000023
127.671453 0.000025
127.279221 0.000026
150.332964 0.000005
144.568323 0.000008
139.283883 0.000012
134.536240 0.000016
130.384048 0.000021
126.885775 0.000026
124.096736 0.000031
122.065556 0.000035
120.830460 0.000038
120.415946 0.000039
145.258390 0.000008
139.283883 0.000012
133.790882 0.000017
128.840987 0.000023
124.498996 0.000031
120.830460 0.000038
117.898261 0.000045
115.758369 0.000051
114.455231 0.000055
114.017543 0.000057
140.712473 0.000011
134.536240 0.000016
128.840987 0.000023
123.693169 0.000032
119.163753 0.000042
115.325626 0.000053
112.249722 0.000063
110.000000 0.000071
108.627805 0.000076
108.166538 0.000078
136.747943 0.000014
130.384048 0.000021
124.498996 0.000031
119.163753 0.000042
114.455231 0.000055
110.453610 0.000069
107.238053 0.000082
104.880885 0.000093
103.440804 0.000100
102.956301 0.000102
133.416641 0.000017
126.885775 0.000026
120.830460 0.000038
115.325626 0.000053
110.453610 0.000069
106.301458 0.000086
102.956301 0.000102
100.498756 0.000116
98.994949 0.000125
98.488578 0.000128
130.766968 0.000021
124.096736 0.000031
117.898261 0.000045
112.249722 0.000063
107.238053 0.000082
102.956301 0.000102
99.498744 0.000122
96.953597 0.000138
95.393920 0.000148
94.868330 0.000152
128.840987 0.000023
122.065556 0.000035
115.758369 0.000051
110.000000 0.000071
104.880885 0.000093
100.498756 0.000116
96.953597 0.000138
94.339811 0.000156
92.736185 0.000168
92.195445 0.000172
127.671453 0.000025
120.830460 0.000038
114.455231 0.000055
108.627805 0.000076
103.440804 0.000100
98.994949 0.000125
95.393920 0.000148
92.736185 0.000168
91.104336 0.000181
90.553851 0.000185
127.279221 0.000026
120.415946 0.000039
114.017543 0.000057
108.166538 0.000078
102.956301 0.000102
98.488578 0.000128
94.868330 0.000152
92.195445 0.000172
90.553851 0.000185
90.000000 0.000190
150.332964 0.000005
144.568323 0.000008
139.283883 0.000012
134.536240 0.000016
130.384048 0.000021
126.885775 0.000026
124.096736 0.000031
122.065556 0.000035
120.830460 0.000038
120.415946 0.000039
144.568323 0.000008
138.564065 0.000012
133.041347 0.000018
128.062485 0.000024
123.693169 0.000032
120.000000 0.000040
117.046999 0.000048
114.891253 0.000054
113.578167 0.000058
113.137085 0.000060
139.283883 0.000012
133.041347 0.000018
127.279221 0.000026
122.065556 0.000035
117.473401 0.000047
113.578167 0.000058
110.453610 0.000069
108.166538 0.000078
106.770783 0.000084
106.301458 0.000086
134.536240 0.000016
128.062485 0.000024
122.065556 0.000035
116.619038 0.000049
111.803399 0.000064
107.703296 0.000080
104.403065 0.000095
101.980390 0.000108
100.498756 0.000116
100.000000 0.000119
130.384048 0.000021
123.693169 0.000032
117.473401 0.000047
111.803399 0.000064
106.770783 0.000084
102.469508 0.000105
98.994949 0.000125
96.436508 0.000141
94.868330 0.000152
94.339811 0.000156
126.885775 0.000026
120.000000 0.000040
113.578167 0.000058
107.703296 0.000080
102.469508 0.000105
97.979590 0.000131
94.339811 0.000156
91.651514 0.000176
90.000000 0.000190
89.442719 0.000195
124.096736 0.000031
117.046999 0.000048
110.453610 0.000069
104.403065 0.000095
98.994949 0.000125
94.339811 0.000156
90.553851 0.000185
87.749644 0.000210
86.023253 0.000226
85.440037 0.000231
122.065556 0.000035
114.891253 0.000054
108.166538 0.000078
101.980390 0.000108
96.436508 0.000141
91.651514 0.000176
87.749644 0.000210
84.852814 0.000237
83.066239 0.000256
82.462113 0.000262
120.830460 0.000038
113.578167 0.000058
106.770783 0.000084
100.498756 0.000116
94.868330 0.000152
90.000000 0.000190
86.023253 0.000226
83.066239 0.000256
81.240384 0.000275
